"customer_id","churn_probability","tenure_in_months","monthly_charge","contract","internet_type","online_security","premium_tech_support"
"2302-OUZXB",0.656666666666667,5,80.1,"Month-to-Month","Fiber Optic","No","No"
"2303-PJYHN",0.856666666666667,43,94.5,"Month-to-Month","Fiber Optic","Yes","No"
"2305-MRGLV",0.783333333333333,29,70.75,"Month-to-Month","Fiber Optic","No","No"
"2307-FYNNL",0.87,1,90.85,"Month-to-Month","Fiber Optic","No","No"
"2308-STERM",0.93,1,69.2,"Month-to-Month","Fiber Optic","No","No"
"2309-OSFEU",0.93,2,49.4,"Month-to-Month","Cable","No","No"
"2311-QYMUQ",0.76,9,98.3,"Month-to-Month","Fiber Optic","No","No"
"2314-TNDJQ",0.756666666666667,6,87.95,"Month-to-Month","Fiber Optic","No","Yes"
"2316-ESMLS",0.803333333333333,1,73.5,"Month-to-Month","Fiber Optic","No","No"
"2320-JRSDE",0.806666666666667,4,94.4,"Month-to-Month","Fiber Optic","Yes","Yes"
"2320-SLKMB",0.83,51,77.5,"Month-to-Month","Fiber Optic","Yes","No"
"2320-TZRRH",0.973333333333333,1,75.3,"Month-to-Month","Fiber Optic","No","No"
"2320-YKQBO",0.75,39,103.45,"Month-to-Month","Fiber Optic","No","No"
"2321-OMBXY",0.93,1,69.9,"Month-to-Month","Fiber Optic","No","No"
"2322-VCZHZ",0.646666666666667,22,96.7,"Month-to-Month","Fiber Optic","No","No"
"2323-ARSVR",0.723333333333333,11,48.55,"Month-to-Month","DSL","Yes","No"
"2324-AALNO",0.893333333333333,35,75.2,"Month-to-Month","Fiber Optic","No","No"
"2324-EFHVG",0.733333333333333,17,69,"Month-to-Month","Fiber Optic","No","No"
"2325-NBPZG",0.8,1,45.7,"Month-to-Month","DSL","No","No"
"2325-WINES",0.61,24,51.15,"Month-to-Month","DSL","Yes","No"
"2325-ZUSFD",0.693333333333333,39,89.55,"One Year","Fiber Optic","No","Yes"
"2330-PQGDQ",0.743333333333333,66,110.85,"One Year","Fiber Optic","No","Yes"
"2332-EFBJY",0.87,3,78.5,"Month-to-Month","Fiber Optic","No","No"
"2332-TODQS",0.786666666666667,6,80.5,"Month-to-Month","Fiber Optic","No","No"
"2333-KWEWW",0.633333333333333,9,90.8,"Month-to-Month","Fiber Optic","No","No"
"2335-GSODA",0.91,41,104.7,"Month-to-Month","Fiber Optic","No","No"
"2338-BQEZT",0.72,35,55,"Month-to-Month","Cable","No","No"
"2342-CKIAO",0.796666666666667,2,80.95,"Month-to-Month","Fiber Optic","No","No"
"2344-JMOGN",0.963333333333333,1,78.45,"Month-to-Month","Fiber Optic","No","No"
"2346-CZYIL",0.843333333333333,8,100.3,"Month-to-Month","Fiber Optic","Yes","Yes"
"2346-DJQTB",0.8,1,74.3,"Month-to-Month","Fiber Optic","No","No"
"2346-LOCWC",0.863333333333333,3,80.3,"Month-to-Month","Fiber Optic","No","No"
"2347-WKKAE",0.71,1,25.05,"Month-to-Month","DSL","No","No"
"2348-KCJLT",0.973333333333333,26,93.85,"Month-to-Month","Fiber Optic","No","No"
"2351-BKRZW",0.62,21,94.3,"Month-to-Month","Fiber Optic","No","No"
"2351-RRBUE",0.896666666666667,14,80.45,"Month-to-Month","Fiber Optic","No","No"
"2357-COQEK",0.946666666666667,1,75.3,"Month-to-Month","Fiber Optic","No","No"
"2359-KLTEK",0.933333333333333,3,95.1,"Month-to-Month","Cable","No","No"
"2359-KMGLI",0.876666666666667,15,74.4,"Month-to-Month","Fiber Optic","No","No"
"2359-QWQUL",0.756666666666667,38,79.45,"Month-to-Month","Fiber Optic","Yes","No"
"2360-RDGRO",0.983333333333333,9,83.85,"Month-to-Month","Fiber Optic","No","No"
"2361-FJWNO",0.956666666666667,1,70.15,"Month-to-Month","Fiber Optic","No","No"
"2361-UPSND",0.643333333333333,4,20.95,"Month-to-Month","No Internet Service","No Internet Service","No Internet Service"
"2362-IBOOY",0.783333333333333,22,85.1,"Month-to-Month","Fiber Optic","No","No"
